RegionName,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
12-Jun,304272,132440,253368,138698,154211,156263,108702,96784,120355,147228,282651,228093,223626,299239,112134,149071,126961,119168,248173,142940,163938,224797,111382,138560,145294,110131,207727,102759,231915,118910,104380,101801,116326,197221,135169,163580,88892,121251,148197,460125,180838,208417,217399,197462,210913,148397,260626,176083,225759,419609,197481
12-Jul,306560,132867,253479,139483,153597,156148,108550,97444,120862,147101,281865,228536,225031,299744,112114,151687,127103,119102,248710,143122,164753,226393,111409,138338,145239,110098,208535,102919,230880,119165,104381,102018,116442,198194,136165,163752,88936,121661,149505,461322,181281,209361,217412,197992,210431,148619,260475,177565,225802,423633,198226
12-Aug,309438,133249,253659,140377,153036,156062,108507,98066,121187,147157,281048,228827,226417,300178,112037,154269,127221,119140,249435,143089,165770,227638,111392,138108,145231,110027,209762,103007,230333,119389,104363,102182,116613,199073,138116,163692,88995,121992,151349,460957,181616,209674,217613,198645,209348,148879,260186,178801,225844,428749,198683
12-Sep,312773,133540,253854,141324,152524,156000,108556,98657,121349,147212,280732,229279,227854,300795,112051,157337,127403,119343,250196,143104,166944,228970,111476,138138,145293,110118,211039,102989,230142,119666,104236,102406,116632,200594,139943,164045,89078,122528,153233,462996,181804,209866,217830,199261,208506,149311,260478,179833,225917,433771,199076
12-Oct,316890,133820,253990,142353,152855,156022,108610,99388,121562,147319,280797,230043,229556,301983,112187,160038,127550,119457,250757,142971,168379,230306,111571,138287,145365,110209,212788,103054,230408,120052,104120,102602,116710,202437,141883,164155,89148,122806,154984,464552,182025,209978,218137,199988,207665,149746,261000,181129,225789,439507,199898
12-Nov,320686,134269,254265,143430,153388,156076,108645,100205,122154,147442,281224,231065,231584,303803,112224,162990,127676,119726,251402,143034,169951,231771,111804,138495,145307,110323,214000,103246,230758,120459,104032,102862,116858,204473,143932,164462,89234,123333,156294,467767,182845,210426,219140,200868,207202,150127,261688,182733,225547,445032,200726
12-Dec,325698,134855,254626,144674,153957,156215,108709,100976,122981,147558,281797,231884,233602,305936,112321,164653,127857,120012,252320,143048,171523,233144,111971,138593,145309,110372,215580,103579,231652,120853,103974,103159,117054,206598,146331,164029,89294,123849,157895,469763,183713,211061,220184,201859,206878,150578,261669,184530,225485,450648,201687
13-Jan,330653,135542,255021,146132,154621,156405,108904,101769,124025,147714,282502,232701,235179,307521,112412,166838,128084,120583,253632,143250,172924,234727,112146,138651,145389,110501,217260,103879,232515,121282,103918,103501,117132,208656,149261,163684,89433,124930,159802,471794,184423,211558,220669,202697,206805,151112,262146,186359,225686,452445,202142
13-Feb,336524,136181,255616,147778,155506,156607,109186,102780,125111,147870,283066,233394,236968,309935,112647,168160,128408,120949,254888,143137,173927,236436,112285,138717,145653,110655,219845,104037,232968,121726,103855,103745,117100,210773,152536,163412,89625,125864,161408,473379,184799,212244,221496,203391,207193,151708,262546,188176,225925,453271,202629
13-Mar,343022,136931,256123,149472,156120,156819,109426,103945,126173,148197,283505,234267,239119,312037,112822,170435,128764,121235,256238,143410,174667,238427,112492,139074,145939,110889,222324,104213,233577,121980,103903,103833,117314,212806,156576,163846,89881,126354,163310,475308,185053,213434,222145,204113,207708,152277,263522,189861,226173,453358,203006
13-Apr,350288,137771,256878,151199,157021,157112,109693,105171,127169,148538,283872,235035,241617,314295,113051,172281,129168,121312,257545,143910,175428,240164,112689,139468,146131,111007,224933,104455,234605,122080,103840,103860,117598,215301,160316,164408,90094,126440,164628,478392,184945,214720,223254,204901,208232,152781,264165,191298,226156,458413,203480
13-May,357729,138631,257567,153082,157625,157435,110033,106349,128256,149005,284621,235741,244165,315988,113286,174213,129493,121453,259282,144780,176954,241800,112751,139899,146352,111170,227471,104621,236100,122185,103743,103891,117939,217466,164392,165114,90294,126428,166360,479177,184786,215738,224453,205675,208211,153253,264941,192586,226102,465660,203941
13-Jun,365234,139500,258386,154961,158824,157843,110478,107546,129442,149502,285934,236422,246142,317792,113593,176563,129855,121707,260867,145483,178651,243329,112827,140323,146706,111370,229709,104835,237531,122443,103592,103989,118021,220072,168534,165896,90468,126714,167708,480134,184740,216520,225669,206515,208297,153728,266399,193876,225890,471849,204203
13-Jul,372595,140388,259195,156984,159939,158265,110879,108838,130644,150018,287588,237199,248330,319828,113868,179312,130187,122037,262510,146115,180553,245095,112923,140846,147207,111630,231857,105059,238470,122686,103433,104152,118114,222562,173108,166504,90679,126982,169275,481040,184734,217297,226793,207292,208558,154217,267755,195219,225750,476049,204516
13-Aug,379769,141320,259899,159062,161522,158626,111268,110215,131985,150531,289374,238141,250400,321963,114150,181603,130679,122347,263927,146843,182300,247150,113152,141525,147648,112007,233395,105384,239451,122945,103315,104323,118186,224970,177182,167432,90878,127330,170502,486507,185085,218334,228189,208151,209693,154686,269197,196530,225670,479686,204925
13-Sep,386106,142349,260604,161179,162915,158962,111559,111673,133402,150994,290880,239192,252742,324643,114387,183507,131223,122531,265538,147709,184026,249011,113350,142089,147870,112261,235150,105736,240481,123168,103280,104449,118387,227005,181059,167597,91140,127609,171551,492101,185305,219421,229813,208992,210953,155158,270128,198010,225621,483544,205426
13-Oct,391615,143432,261440,163060,164471,159208,111952,112973,134842,151522,292247,239939,254563,327114,114577,185091,131888,122891,267064,148556,185645,250702,113547,142614,148054,112557,236556,105954,241233,123368,103288,104551,118621,228574,184423,168161,91409,128001,172555,497706,185669,220483,231384,209948,212584,155555,270707,199197,225571,487502,205966
13-Nov,396663,144507,262292,164888,165275,159510,112294,114198,136057,151977,293612,240620,255981,329027,114889,185984,132576,123163,268700,149150,186970,252170,113725,143137,148299,112763,238781,106165,241744,123522,103269,104586,118849,229888,187563,168263,91700,128300,173611,501930,185614,221343,232281,210887,213669,156001,271476,200552,225586,491123,206473
13-Dec,401051,145457,263045,166558,166309,159726,112583,115452,137325,152544,294744,241241,257249,330012,115246,187510,133166,123519,269864,149600,188096,253810,113938,143626,148692,113006,240981,106310,241729,123755,103294,104577,119110,230625,189646,169352,91940,128584,174297,506916,185511,222192,232652,211695,214707,156420,272238,201739,225605,494967,206926
14-Jan,405503,146318,263793,168111,166914,159965,112606,116729,138400,153013,295724,242107,258793,330987,115664,189169,133674,123748,270936,150009,189300,255207,114076,144181,149170,113094,243163,106595,241525,123992,103316,104599,119331,231428,191548,170245,92094,128571,174633,510204,185461,222895,233353,212582,215805,156783,272698,202930,225618,501498,207506
14-Feb,409161,147205,264516,169424,167818,160193,112564,117829,139466,153501,296253,242713,260648,331594,116023,191648,134053,124066,271838,150688,190580,256623,114187,144640,149580,113264,244517,106870,241499,124317,103426,104739,119582,232144,193273,171002,92149,128751,175221,513372,185384,223623,233747,213457,216524,157062,273258,203892,225516,508629,208129
14-Mar,411307,147994,265366,170692,168211,160388,112520,118662,140324,153801,297309,243184,261718,332866,116432,192401,134367,124368,272337,151440,192084,257808,114234,144924,149876,113321,245495,107127,241112,124753,103521,105000,119554,233022,194774,171055,92199,129183,175809,514986,185307,224024,235134,214456,217025,157432,273805,204566,225302,516200,208912
